id,time_seconds,timestamp,time_slug,kind,source_frame,analysis_frame,analysis_bbox_xyxy,state_changed_area_ratio,state_mean_absdiff,motion_changed_area_ratio,motion_mean_absdiff,full_image,detail_crop,detail_bbox_xyxy,source_chunk,source_full_image,source_detail_crop,global_event_id
E00114,2849.0,00:47:29.000,00h47m29s000ms,settled,71225,750,"8,90,52,122",0.005871,0.4769,0.0,0.0295,event_frames_full/E00114_00h47m29s000ms_settled.jpg,event_crops/E00114_00h47m29s000ms_settled_DETAIL.jpg,"0,511,362,763",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00114_00h47m29s000ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00114_00h47m29s000ms_settled_DETAIL.jpg,GE01210
E00115,2850.8,00:47:30.800,00h47m30s800ms,abrupt_change,71270,759,"0,2,320,140",0.14529,8.7024,0.144888,8.7063,event_frames_full/E00115_00h47m30s800ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00115_00h47m30s800ms_abrupt_change.jpg,,GE01211
E00116,2851.2,00:47:31.200,00h47m31s200ms,abrupt_change,71280,761,"0,2,320,140",0.119911,7.0091,0.089554,5.3317,event_frames_full/E00116_00h47m31s200ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00116_00h47m31s200ms_abrupt_change.jpg,,GE01212
E00117,2851.6,00:47:31.600,00h47m31s600ms,abrupt_change,71290,763,"0,44,320,135",0.101339,5.2431,0.101339,5.2431,event_frames_full/E00117_00h47m31s600ms_abrupt_change.jpg,event_crops/E00117_00h47m31s600ms_abrupt_change_DETAIL.jpg,"0,234,1920,841",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00117_00h47m31s600ms_abrupt_change.jpg,event_chunks_5fps/chunk_04/event_crops/E00117_00h47m31s600ms_abrupt_change_DETAIL.jpg,GE01213
E00118,2852.4,00:47:32.400,00h47m32s400ms,settled,71310,767,"0,90,36,125",0.008571,0.7969,0.0,0.0066,event_frames_full/E00118_00h47m32s400ms_settled.jpg,event_crops/E00118_00h47m32s400ms_settled_DETAIL.jpg,"0,511,266,781",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00118_00h47m32s400ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00118_00h47m32s400ms_settled_DETAIL.jpg,GE01214
E00119,2861.0,00:47:41.000,00h47m41s000ms,abrupt_change,71525,810,"0,2,320,140",0.13346,8.4604,0.133304,8.5064,event_frames_full/E00119_00h47m41s000ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00119_00h47m41s000ms_abrupt_change.jpg,,GE01215
E00120,2862.0,00:47:42.000,00h47m42s000ms,stable_change,71550,815,"2,2,320,140",0.081027,6.9557,0.0,0.0335,event_frames_full/E00120_00h47m42s000ms_stable_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00120_00h47m42s000ms_stable_change.jpg,,GE01216
E00121,2883.6,00:48:03.600,00h48m03s600ms,motion_progress,72090,923,"78,47,253,93",0.02154,1.6967,0.018929,1.5727,event_frames_full/E00121_00h48m03s600ms_motion_progress.jpg,event_crops/E00121_00h48m03s600ms_motion_progress_DETAIL.jpg,"418,252,1568,589",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00121_00h48m03s600ms_motion_progress.jpg,event_chunks_5fps/chunk_04/event_crops/E00121_00h48m03s600ms_motion_progress_DETAIL.jpg,GE01217
E00122,2885.6,00:48:05.600,00h48m05s600ms,motion_progress,72140,933,"186,49,253,93",0.019263,1.559,0.019397,1.544,event_frames_full/E00122_00h48m05s600ms_motion_progress.jpg,event_crops/E00122_00h48m05s600ms_motion_progress_DETAIL.jpg,"1066,264,1568,589",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00122_00h48m05s600ms_motion_progress.jpg,event_chunks_5fps/chunk_04/event_crops/E00122_00h48m05s600ms_motion_progress_DETAIL.jpg,GE01218
E00123,2890.4,00:48:10.400,00h48m10s400ms,abrupt_change,72260,957,"0,0,318,140",0.957567,118.5251,0.956808,118.435,event_frames_full/E00123_00h48m10s400ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00123_00h48m10s400ms_abrupt_change.jpg,,GE01219
E00124,2891.0,00:48:11.000,00h48m11s000ms,abrupt_change,72275,960,"0,0,317,140",0.952946,38.5868,0.842009,79.4119,event_frames_full/E00124_00h48m11s000ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00124_00h48m11s000ms_abrupt_change.jpg,,GE01220
E00125,2893.0,00:48:13.000,00h48m13s000ms,abrupt_change,72325,970,"0,0,318,140",0.85067,76.3293,0.840759,72.1652,event_frames_full/E00125_00h48m13s000ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00125_00h48m13s000ms_abrupt_change.jpg,,GE01221
E00126,2893.4,00:48:13.400,00h48m13s400ms,abrupt_change,72335,972,"0,0,320,140",0.11654,11.7988,0.11654,11.7988,event_frames_full/E00126_00h48m13s400ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00126_00h48m13s400ms_abrupt_change.jpg,,GE01222
E00127,2893.8,00:48:13.800,00h48m13s800ms,abrupt_change,72345,974,"3,2,286,119",0.056429,3.528,0.07933,4.4039,event_frames_full/E00127_00h48m13s800ms_abrupt_change.jpg,event_crops/E00127_00h48m13s800ms_abrupt_change_DETAIL.jpg,"0,0,1766,745",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00127_00h48m13s800ms_abrupt_change.jpg,event_chunks_5fps/chunk_04/event_crops/E00127_00h48m13s800ms_abrupt_change_DETAIL.jpg,GE01223
E00128,2894.4,00:48:14.400,00h48m14s400ms,abrupt_change,72360,977,"0,2,320,140",0.091853,5.863,0.101719,5.2533,event_frames_full/E00128_00h48m14s400ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00128_00h48m14s400ms_abrupt_change.jpg,,GE01224
E00129,2896.8,00:48:16.800,00h48m16s800ms,settled,72420,989,"100,44,320,135",0.008103,0.6026,0.0,0.0,event_frames_full/E00129_00h48m16s800ms_settled.jpg,event_crops/E00129_00h48m16s800ms_settled_DETAIL.jpg,"550,234,1920,841",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00129_00h48m16s800ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00129_00h48m16s800ms_settled_DETAIL.jpg,GE01225
E00130,2900.4,00:48:20.400,00h48m20s400ms,abrupt_change,72510,1007,"28,18,320,133",0.097411,7.8102,0.09779,7.8012,event_frames_full/E00130_00h48m20s400ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00130_00h48m20s400ms_abrupt_change.jpg,,GE01226
E00131,2901.0,00:48:21.000,00h48m21s000ms,stable_change,72525,1010,"28,12,320,137",0.195,9.894,0.0,0.015,event_frames_full/E00131_00h48m21s000ms_stable_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00131_00h48m21s000ms_stable_change.jpg,,GE01227
E00132,2903.0,00:48:23.000,00h48m23s000ms,settled,72575,1020,"33,53,79,101",0.00875,0.626,0.002545,0.1952,event_frames_full/E00132_00h48m23s000ms_settled.jpg,event_crops/E00132_00h48m23s000ms_settled_DETAIL.jpg,"148,288,524,637",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00132_00h48m23s000ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00132_00h48m23s000ms_settled_DETAIL.jpg,GE01228
E00133,2907.8,00:48:27.800,00h48m27s800ms,abrupt_change,72695,1044,"0,2,320,140",0.185089,10.7965,0.181429,10.7579,event_frames_full/E00133_00h48m27s800ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00133_00h48m27s800ms_abrupt_change.jpg,,GE01229
E00134,2908.2,00:48:28.200,00h48m28s200ms,abrupt_change,72705,1046,"0,2,320,140",0.085871,5.9374,0.035714,3.3063,event_frames_full/E00134_00h48m28s200ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00134_00h48m28s200ms_abrupt_change.jpg,,GE01230
E00135,2909.0,00:48:29.000,00h48m29s000ms,settled,72725,1050,"0,47,220,94",0.009576,2.2556,0.0,0.012,event_frames_full/E00135_00h48m29s000ms_settled.jpg,event_crops/E00135_00h48m29s000ms_settled_DETAIL.jpg,"0,252,1370,595",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00135_00h48m29s000ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00135_00h48m29s000ms_settled_DETAIL.jpg,GE01231
E00136,2936.6,00:48:56.600,00h48m56s600ms,abrupt_change,73415,1188,"0,0,318,140",0.841339,75.4963,0.846049,75.8448,event_frames_full/E00136_00h48m56s600ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00136_00h48m56s600ms_abrupt_change.jpg,,GE01232
E00137,2937.2,00:48:57.200,00h48m57s200ms,stable_change,73430,1191,"108,33,209,107",0.031629,7.4235,0.0,0.0063,event_frames_full/E00137_00h48m57s200ms_stable_change.jpg,event_crops/E00137_00h48m57s200ms_stable_change_DETAIL.jpg,"598,168,1304,673",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00137_00h48m57s200ms_stable_change.jpg,event_chunks_5fps/chunk_04/event_crops/E00137_00h48m57s200ms_stable_change_DETAIL.jpg,GE01233
E00138,2938.0,00:48:58.000,00h48m58s000ms,abrupt_change,73450,1195,"0,0,318,140",0.936384,67.162,0.937656,67.1679,event_frames_full/E00138_00h48m58s000ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00138_00h48m58s000ms_abrupt_change.jpg,,GE01234
E00139,2938.4,00:48:58.400,00h48m58s400ms,abrupt_change,73460,1197,"0,0,320,140",0.890112,21.8948,0.04558,3.054,event_frames_full/E00139_00h48m58s400ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00139_00h48m58s400ms_abrupt_change.jpg,,GE01235
E00140,2938.8,00:48:58.800,00h48m58s800ms,abrupt_change,73470,1199,"2,3,306,120",0.077522,5.8838,0.061272,3.7536,event_frames_full/E00140_00h48m58s800ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00140_00h48m58s800ms_abrupt_change.jpg,,GE01236
E00141,2939.4,00:48:59.400,00h48m59s400ms,abrupt_change,73485,1202,"0,2,320,140",0.104866,5.7825,0.10279,5.4344,event_frames_full/E00141_00h48m59s400ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00141_00h48m59s400ms_abrupt_change.jpg,,GE01237
E00142,2942.6,00:49:02.600,00h49m02s600ms,settled,73565,1218,"0,100,36,134",0.006429,0.5809,0.000201,0.0314,event_frames_full/E00142_00h49m02s600ms_settled.jpg,event_crops/E00142_00h49m02s600ms_settled_DETAIL.jpg,"0,571,266,835",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00142_00h49m02s600ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00142_00h49m02s600ms_settled_DETAIL.jpg,GE01238
E00143,2944.8,00:49:04.800,00h49m04s800ms,abrupt_change,73620,1229,"0,2,320,140",0.139732,8.0672,0.136004,7.8558,event_frames_full/E00143_00h49m04s800ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00143_00h49m04s800ms_abrupt_change.jpg,,GE01239
E00144,2945.2,00:49:05.200,00h49m05s200ms,abrupt_change,73630,1231,"2,2,306,125",0.110312,6.5501,0.088214,5.0644,event_frames_full/E00144_00h49m05s200ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00144_00h49m05s200ms_abrupt_change.jpg,,GE01240
E00145,2945.8,00:49:05.800,00h49m05s800ms,abrupt_change,73645,1234,"0,2,320,140",0.125201,6.2188,0.121741,5.8107,event_frames_full/E00145_00h49m05s800ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00145_00h49m05s800ms_abrupt_change.jpg,,GE01241
E00146,2946.6,00:49:06.600,00h49m06s600ms,abrupt_change,73665,1238,"28,12,302,140",0.186161,9.0399,0.185558,8.9969,event_frames_full/E00146_00h49m06s600ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00146_00h49m06s600ms_abrupt_change.jpg,,GE01242
E00147,2947.2,00:49:07.200,00h49m07s200ms,stable_change,73680,1241,"28,12,299,138",0.143147,7.2004,0.0,0.0,event_frames_full/E00147_00h49m07s200ms_stable_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00147_00h49m07s200ms_stable_change.jpg,,GE01243
E00148,2947.6,00:49:07.600,00h49m07s600ms,abrupt_change,73690,1243,"28,12,295,136",0.15125,7.5069,0.15125,7.5069,event_frames_full/E00148_00h49m07s600ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00148_00h49m07s600ms_abrupt_change.jpg,,GE01244
E00149,2948.0,00:49:08.000,00h49m08s000ms,abrupt_change,73700,1245,"42,12,296,138",0.255379,9.836,0.255379,9.836,event_frames_full/E00149_00h49m08s000ms_abrupt_change.jpg,event_crops/E00149_00h49m08s000ms_abrupt_change_DETAIL.jpg,"202,42,1826,842",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00149_00h49m08s000ms_abrupt_change.jpg,event_chunks_5fps/chunk_04/event_crops/E00149_00h49m08s000ms_abrupt_change_DETAIL.jpg,GE01245
E00150,2948.6,00:49:08.600,00h49m08s600ms,abrupt_change,73715,1248,"42,13,295,138",0.199554,8.1167,0.216741,8.3974,event_frames_full/E00150_00h49m08s600ms_abrupt_change.jpg,event_crops/E00150_00h49m08s600ms_abrupt_change_DETAIL.jpg,"202,48,1820,842",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00150_00h49m08s600ms_abrupt_change.jpg,event_chunks_5fps/chunk_04/event_crops/E00150_00h49m08s600ms_abrupt_change_DETAIL.jpg,GE01246
E00151,2949.0,00:49:09.000,00h49m09s000ms,abrupt_change,73725,1250,"43,12,295,138",0.230982,8.5782,0.230982,8.5782,event_frames_full/E00151_00h49m09s000ms_abrupt_change.jpg,event_crops/E00151_00h49m09s000ms_abrupt_change_DETAIL.jpg,"208,42,1820,842",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00151_00h49m09s000ms_abrupt_change.jpg,event_chunks_5fps/chunk_04/event_crops/E00151_00h49m09s000ms_abrupt_change_DETAIL.jpg,GE01247
E00152,2950.4,00:49:10.400,00h49m10s400ms,abrupt_change,73760,1257,"43,12,295,140",0.280134,9.1015,0.245603,8.8118,event_frames_full/E00152_00h49m10s400ms_abrupt_change.jpg,event_crops/E00152_00h49m10s400ms_abrupt_change_DETAIL.jpg,"208,42,1820,842",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00152_00h49m10s400ms_abrupt_change.jpg,event_chunks_5fps/chunk_04/event_crops/E00152_00h49m10s400ms_abrupt_change_DETAIL.jpg,GE01248
E00153,2950.8,00:49:10.800,00h49m10s800ms,abrupt_change,73770,1259,"42,12,320,140",0.133393,8.4853,0.133393,8.4853,event_frames_full/E00153_00h49m10s800ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00153_00h49m10s800ms_abrupt_change.jpg,,GE01249
E00154,2951.6,00:49:11.600,00h49m11s600ms,stable_change,73790,1263,"42,12,320,140",0.166339,7.5973,0.0,0.0,event_frames_full/E00154_00h49m11s600ms_stable_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00154_00h49m11s600ms_stable_change.jpg,,GE01250
E00155,2952.4,00:49:12.400,00h49m12s400ms,abrupt_change,73810,1267,"42,15,320,140",0.192768,8.7944,0.185603,9.2488,event_frames_full/E00155_00h49m12s400ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00155_00h49m12s400ms_abrupt_change.jpg,,GE01251
E00156,2953.2,00:49:13.200,00h49m13s200ms,abrupt_change,73830,1271,"42,14,320,138",0.222991,9.3944,0.222254,9.4134,event_frames_full/E00156_00h49m13s200ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00156_00h49m13s200ms_abrupt_change.jpg,,GE01252
E00157,2953.6,00:49:13.600,00h49m13s600ms,abrupt_change,73840,1273,"42,14,320,140",0.202835,9.4446,0.202835,9.4446,event_frames_full/E00157_00h49m13s600ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00157_00h49m13s600ms_abrupt_change.jpg,,GE01253
E00158,2954.0,00:49:14.000,00h49m14s000ms,abrupt_change,73850,1275,"42,13,320,140",0.194799,7.849,0.133103,8.4995,event_frames_full/E00158_00h49m14s000ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00158_00h49m14s000ms_abrupt_change.jpg,,GE01254
E00159,2954.8,00:49:14.800,00h49m14s800ms,abrupt_change,73870,1279,"43,14,320,140",0.157969,6.8455,0.23779,9.7403,event_frames_full/E00159_00h49m14s800ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00159_00h49m14s800ms_abrupt_change.jpg,,GE01255
E00160,2955.2,00:49:15.200,00h49m15s200ms,abrupt_change,73880,1281,"42,12,320,140",0.177857,9.0778,0.177857,9.0778,event_frames_full/E00160_00h49m15s200ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00160_00h49m15s200ms_abrupt_change.jpg,,GE01256
E00161,2955.8,00:49:15.800,00h49m15s800ms,stable_change,73895,1284,"42,12,320,140",0.199665,9.028,0.0,0.0405,event_frames_full/E00161_00h49m15s800ms_stable_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00161_00h49m15s800ms_stable_change.jpg,,GE01257
E00162,2957.6,00:49:17.600,00h49m17s600ms,settled,73940,1293,"0,100,52,134",0.007902,0.5329,0.0,0.0013,event_frames_full/E00162_00h49m17s600ms_settled.jpg,event_crops/E00162_00h49m17s600ms_settled_DETAIL.jpg,"0,571,362,835",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00162_00h49m17s600ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00162_00h49m17s600ms_settled_DETAIL.jpg,GE01258
E00163,2963.2,00:49:23.200,00h49m23s200ms,settled,74080,1321,"0,100,52,134",0.010357,0.5789,0.0,0.0023,event_frames_full/E00163_00h49m23s200ms_settled.jpg,event_crops/E00163_00h49m23s200ms_settled_DETAIL.jpg,"0,571,362,835",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00163_00h49m23s200ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00163_00h49m23s200ms_settled_DETAIL.jpg,GE01259
E00164,2966.0,00:49:26.000,00h49m26s000ms,settled,74150,1335,"0,89,52,134",0.013772,0.8196,0.004018,0.243,event_frames_full/E00164_00h49m26s000ms_settled.jpg,event_crops/E00164_00h49m26s000ms_settled_DETAIL.jpg,"0,505,362,835",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00164_00h49m26s000ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00164_00h49m26s000ms_settled_DETAIL.jpg,GE01260
E00165,2972.0,00:49:32.000,00h49m32s000ms,abrupt_change,74300,1365,"0,2,320,140",0.264353,11.1202,0.263326,11.1057,event_frames_full/E00165_00h49m32s000ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00165_00h49m32s000ms_abrupt_change.jpg,,GE01261
E00166,2972.6,00:49:32.600,00h49m32s600ms,abrupt_change,74315,1368,"0,2,320,140",0.107321,6.7409,0.094955,5.9744,event_frames_full/E00166_00h49m32s600ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00166_00h49m32s600ms_abrupt_change.jpg,,GE01262
E00167,2973.2,00:49:33.200,00h49m33s200ms,abrupt_change,74330,1371,"0,39,320,140",0.090134,5.6694,0.090134,5.6694,event_frames_full/E00167_00h49m33s200ms_abrupt_change.jpg,event_crops/E00167_00h49m33s200ms_abrupt_change_DETAIL.jpg,"0,204,1920,842",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00167_00h49m33s200ms_abrupt_change.jpg,event_chunks_5fps/chunk_04/event_crops/E00167_00h49m33s200ms_abrupt_change_DETAIL.jpg,GE01263
E00168,2974.0,00:49:34.000,00h49m34s000ms,settled,74350,1375,"39,106,52,117",0.003147,0.926,0.0,0.0123,event_frames_full/E00168_00h49m34s000ms_settled.jpg,event_crops/E00168_00h49m34s000ms_settled_DETAIL.jpg,"184,607,362,733",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00168_00h49m34s000ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00168_00h49m34s000ms_settled_DETAIL.jpg,GE01264
E00169,2977.4,00:49:37.400,00h49m37s400ms,abrupt_change,74435,1392,"28,13,320,140",0.110781,6.888,0.108996,6.7166,event_frames_full/E00169_00h49m37s400ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00169_00h49m37s400ms_abrupt_change.jpg,,GE01265
E00170,2978.2,00:49:38.200,00h49m38s200ms,stable_change,74455,1396,"28,13,320,137",0.082857,6.6769,0.0,0.0478,event_frames_full/E00170_00h49m38s200ms_stable_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00170_00h49m38s200ms_stable_change.jpg,,GE01266
E00171,2981.4,00:49:41.400,00h49m41s400ms,settled,74535,1412,"29,53,203,69",0.005982,1.1752,0.0,0.0,event_frames_full/E00171_00h49m41s400ms_settled.jpg,event_crops/E00171_00h49m41s400ms_settled_DETAIL.jpg,"124,288,1268,444",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00171_00h49m41s400ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00171_00h49m41s400ms_settled_DETAIL.jpg,GE01267
E00172,2985.0,00:49:45.000,00h49m45s000ms,settled,74625,1430,"39,86,138,97",0.003415,0.9614,0.0,0.0,event_frames_full/E00172_00h49m45s000ms_settled.jpg,event_crops/E00172_00h49m45s000ms_settled_DETAIL.jpg,"184,487,878,613",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00172_00h49m45s000ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00172_00h49m45s000ms_settled_DETAIL.jpg,GE01268
E00173,2986.2,00:49:46.200,00h49m46s200ms,settled,74655,1436,"39,86,138,97",0.003415,0.9198,0.0,0.0,event_frames_full/E00173_00h49m46s200ms_settled.jpg,event_crops/E00173_00h49m46s200ms_settled_DETAIL.jpg,"184,487,878,613",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00173_00h49m46s200ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00173_00h49m46s200ms_settled_DETAIL.jpg,GE01269
E00174,2998.0,00:49:58.000,00h49m58s000ms,settled,74950,1495,"39,85,62,98",0.003527,0.9617,0.0,0.0034,event_frames_full/E00174_00h49m58s000ms_settled.jpg,event_crops/E00174_00h49m58s000ms_settled_DETAIL.jpg,"184,481,422,619",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00174_00h49m58s000ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00174_00h49m58s000ms_settled_DETAIL.jpg,GE01270
E00175,3000.0,00:50:00.000,00h50m00s000ms,abrupt_change,75000,1505,"28,12,320,140",0.136942,7.7379,0.138103,7.7382,event_frames_full/E00175_00h50m00s000ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00175_00h50m00s000ms_abrupt_change.jpg,,GE01271
E00176,3000.4,00:50:00.400,00h50m00s400ms,abrupt_change,75010,1507,"31,12,320,140",0.115268,6.7917,0.10654,5.8422,event_frames_full/E00176_00h50m00s400ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00176_00h50m00s400ms_abrupt_change.jpg,,GE01272
E00177,3001.2,00:50:01.200,00h50m01s200ms,settled,75030,1511,"39,44,51,55",0.002835,1.0389,0.0,0.092,event_frames_full/E00177_00h50m01s200ms_settled.jpg,event_crops/E00177_00h50m01s200ms_settled_DETAIL.jpg,"184,234,356,360",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00177_00h50m01s200ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00177_00h50m01s200ms_settled_DETAIL.jpg,GE01273
E00178,3002.4,00:50:02.400,00h50m02s400ms,settled,75060,1517,"39,71,52,82",0.003036,0.9758,0.0,0.0184,event_frames_full/E00178_00h50m02s400ms_settled.jpg,event_crops/E00178_00h50m02s400ms_settled_DETAIL.jpg,"184,397,362,523",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00178_00h50m02s400ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00178_00h50m02s400ms_settled_DETAIL.jpg,GE01274
E00179,3004.4,00:50:04.400,00h50m04s400ms,settled,75110,1527,"39,71,52,82",0.003103,0.9494,0.0,0.0016,event_frames_full/E00179_00h50m04s400ms_settled.jpg,event_crops/E00179_00h50m04s400ms_settled_DETAIL.jpg,"184,397,362,523",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00179_00h50m04s400ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00179_00h50m04s400ms_settled_DETAIL.jpg,GE01275
E00180,3010.4,00:50:10.400,00h50m10s400ms,abrupt_change,75260,1557,"54,13,320,140",0.072165,4.4833,0.06971,4.4336,event_frames_full/E00180_00h50m10s400ms_abrupt_change.jpg,event_crops/E00180_00h50m10s400ms_abrupt_change_DETAIL.jpg,"274,48,1920,842",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00180_00h50m10s400ms_abrupt_change.jpg,event_chunks_5fps/chunk_04/event_crops/E00180_00h50m10s400ms_abrupt_change_DETAIL.jpg,GE01276
E00181,3011.4,00:50:11.400,00h50m11s400ms,motion_progress,75285,1562,"28,16,320,140",0.089018,6.5077,0.005313,1.1454,event_frames_full/E00181_00h50m11s400ms_motion_progress.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00181_00h50m11s400ms_motion_progress.jpg,,GE01277
E00182,3012.0,00:50:12.000,00h50m12s000ms,abrupt_change,75300,1565,"28,15,320,137",0.083951,5.9096,0.084866,5.2715,event_frames_full/E00182_00h50m12s000ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00182_00h50m12s000ms_abrupt_change.jpg,,GE01278
E00183,3012.6,00:50:12.600,00h50m12s600ms,abrupt_change,75315,1568,"28,13,320,140",0.113393,6.3237,0.100089,6.4178,event_frames_full/E00183_00h50m12s600ms_abrupt_change.jpg,,,chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00183_00h50m12s600ms_abrupt_change.jpg,,GE01279
E00184,3013.8,00:50:13.800,00h50m13s800ms,settled,75345,1574,"39,78,52,89",0.00308,1.0064,0.0,0.0131,event_frames_full/E00184_00h50m13s800ms_settled.jpg,event_crops/E00184_00h50m13s800ms_settled_DETAIL.jpg,"184,439,362,565",chunk_04,event_chunks_5fps/chunk_04/event_frames_full/E00184_00h50m13s800ms_settled.jpg,event_chunks_5fps/chunk_04/event_crops/E00184_00h50m13s800ms_settled_DETAIL.jpg,GE01280
